(1.1019641067697012,0.34753217335406733)
(0.79987672552097810,0.51967906465837799)
(0.36338215880631058,0.71335167209811301)
(-1.99989083887092134E-003,0.95417324608084408)
(-0.19319971485448337,1.1714370308023327)
(-0.20493433990664461,1.1130346531065751)
(-0.33369059195027012,0.67192428630761381)
(-0.70351063419308568,0.24200104836184283)
(-0.99445135006864849,3.89365908521459025E-002)
(-1.0394892204469173,-0.23453613669747148)
(-0.89889621422308408,-0.59323560499219519)
(-0.57265769249751419,-0.76891720304528977)
(-0.24363124737168296,-0.82818229630099927)
(-7.98326835000776613E-002,-0.84752772835508960)
(0.12691933662183907,-0.70614567807537076)
(0.43410367238388492,-0.44011372848853281)
(0.63746109087962899,-0.11097170040880289)
(0.79223931039640660,0.14999340420484986)
(0.90054036327394771,3.58801744087383634E-002)
(0.78136259987151724,-0.19334159972365972)
(0.71577727129489177,4.68262098749043787E-002)
(0.98457172058564224,0.39106009660557739)
(1.1277030184241452,0.20064442486780992)
(0.87010504037728542,-0.20279502885322384)
(0.69802285790874241,-0.42940122647230322)
(0.78986879902198182,-0.58799323312212426)
(0.77498332256443803,-0.55472463799461091)
(0.68550065690046458,-0.33865549825479357)
(0.83115457507684409,-0.37903350773259897)
(1.0425328504133384,-0.55979224082701995)
(1.0565298875301921,-0.40779085396266790)
(1.0399937788364650,-6.74036721175026443E-002)
(1.0526691116322240,0.20808454967431000)
(0.86942350162446214,0.48407962437194091)
(0.65202926118736459,0.61911386861804574)
(0.70401844192075935,0.52931458144064081)
(0.71420066328815657,0.56941437625094371)
(0.33941494133350925,0.89007777003651012)
(-0.14009331843652417,1.1594012792793300)
(-0.43581312606830869,1.0751242614500118)
(-0.50049509799097969,0.70799564392907877)
(-0.26459273510392861,0.46784472167585273)
(-6.06076196996251371E-002,0.57238978875633972)
(-0.38051219648056200,0.65154411669870449)
(-0.82251855626559323,0.49421690516805522)
(-0.69181305126415693,0.52901573332008101)
(-0.32794099155389655,0.85572591728510750)
(-0.45802022913835455,0.90859603091392704)
(-0.95696380235038636,0.52210642424436071)
(-1.1970351272087711,0.11445829941310331)
(-0.99485613635818115,-0.19747178334997939)
(-0.70211675232013304,-0.57440369320449192)
(-0.58303265438208962,-0.85337448524824655)
(-0.50508817513767112,-0.85209658075026073)
(-0.37681531788193962,-0.83344363257570697)
(-0.27719408940632090,-1.0042382008153117)
(-2.76264439622021518E-002,-1.0850553985162676)
(0.48402364463000841,-0.83319290324191020)
(0.81362471022797234,-0.40611341659274941)
(0.72569323850050760,-4.92660677307658612E-002)
(0.67925167978388579,8.64928734862825399E-002)
(0.85986360532497841,6.39351935707070940E-002)
(0.86986897863413215,0.23524088609153376)
(0.67877416343687613,0.64878764668706590)
(0.61240507237852237,0.83913734996472455)
(0.53259639992318619,0.73523012061506243)
(0.22542488070430600,0.74620369073542414)
(-7.34390203231116701E-003,0.83247902116957750)
(-0.11724731212990497,0.68749200065025451)
(-0.47151624840164141,0.34245884418118921)
(-0.69677823384064896,-0.14040011371644412)
(-0.14916432572740412,-0.59641324329103051)
(0.59942770554589675,-0.52749025871861721)
(0.78390201249631108,4.40974257924867663E-002)
(0.84872685398536962,0.41121576026642598)
(1.1129591783621819,0.37026762559284560)
(1.0162533682369694,0.33929289142680868)
(0.55298536666980258,0.49169091359542655)
(0.26705851139790426,0.75309698940502667)
(0.11658441222286264,1.0351460300024247)
(-6.51215907344216971E-002,1.1250719847050328)
(-0.15902355073344249,0.95403527328445481)
(-0.31180155079363586,0.75547101506214187)
(-0.59423194425886261,0.68850671280998443)
(-0.65761102754120071,0.73046841857925271)
(-0.48279206583729067,0.83531345892212694)
(-0.44144190240464576,0.88110067418495275)
(-0.59666222904659771,0.73112187702709464)
(-0.76726234291653728,0.48703726781466500)
(-0.87141280849148650,0.40847135899101250)
(-0.91415184006434402,0.42701151271830151)
(-0.96804255423036578,0.10426804747498519)
(-1.0327522362357580,-0.50638750289908829)
(-0.92867538590875220,-0.66481639461979292)
(-0.58318461203629024,-0.31509030423768847)
(-0.20291154192552652,-0.39346729485360044)
(4.61918727961452280E-003,-1.0364664512575523)
(0.11767338469263888,-1.2550611216122980)
(0.33314701497028276,-0.84430178664751176)
(0.57037911047029810,-0.63602521956745750)
(0.67398977869029597,-0.77374163832341314)
(0.82226072714732834,-0.53943566230265338)
(1.0275692879568696,0.17757279719219460)
(0.88406029144885845,0.64177418632983896)
(0.42961375346349301,0.57879437080568730)
(7.98266673768513874E-002,0.59632888834668973)
(-0.26074666575141853,0.92251665249177939)
(-0.66754897504760313,0.92828595580533613)
(-0.76119744046928295,0.44684179916693267)
(-0.69672621771313881,8.48237503488714628E-002)
(-0.91320847647549475,-7.34523988535742967E-002)
(-0.99213848622049627,-0.41426798729645520)
(-0.48548186213108091,-0.74968630077697129)
(0.15920006401586556,-0.77291563041902944)
(0.52042970166530744,-0.70362047542349182)
(0.63232294171757530,-0.67958267950162810)
(0.55488345569850839,-0.53833363991401673)
(0.54704903116858172,-0.27463210820088579)
(0.78431677008816270,-4.38528453467689761E-002)
(0.86618051575987542,-1.38241898539092634E-002)
(0.67700892958968195,-0.15237853837454540)
(0.68283369578250719,-2.65408886126497767E-002)
(0.75302308006194640,0.50763305089855804)
(0.36273898775968683,0.87261422880695572)
(-0.23427839206949394,0.80606381179852971)
(-0.58705458260239318,0.74422173734583752)
(-0.82063673190151554,0.83758650319530770)
(-0.98737815901192760,0.85880203156394574)
(-0.93946007184963720,0.72295337943950688)
(-0.80209316014175391,0.29636244001940365)
(-0.60006776168340181,-0.38131873856608040)
(-0.13871809082204023,-0.77301775753900892)
(0.44091228266359039,-0.72477905339982662)
(0.83359564908719830,-0.68276602673159514)
(0.98406570505489466,-0.56371751263039349)
(0.92698967684499900,2.49988704557777691E-002)
(0.73624701526651615,0.67987109567629256)
(0.48206437865336393,0.87770290403507834)
(0.11593716151367389,0.89663801136623200)
(-0.22372420179795993,0.97007503096002989)
(-0.38757488848933708,0.77727106563252546)
(-0.68479541870039351,0.34177254165192295)
(-1.1162313812436588,0.10911779092967561)
(-1.0589913674771816,-2.16458889971146429E-002)
(-0.57651200618071052,-0.50905953332602527)
(-0.29722768421799473,-1.1322464585556054)
(-7.28125519296605184E-002,-1.2933242546493497)
(0.34055149693903525,-1.0661079566896841)
(0.56203772562332244,-0.87443370495855000)
(0.66986173013456074,-0.60788754386692156)
(0.91893701369165071,-1.71713388079921397E-002)
(0.68853908754801196,0.61818795342945221)
(-0.22846764503579642,0.88125540448687967)
(-0.89464135116747701,0.69503209700054369)
(-0.98699311045757687,0.25078673983918343)
(-1.0894107733692580,-0.11223194333791139)
(-1.2194593226728228,-0.21256791003719228)
(-1.0635093757679348,-0.28957903822931857)
(-0.84270625933883103,-0.54514982715775895)
(-0.68863432152746884,-0.79046176885535702)
(-0.31847131955800273,-0.88464077126518448)
(0.17301529704268026,-0.91107979255136273)
(0.33308351453394869,-0.87830170154960174)
(0.23545832773371506,-0.80112985575621454)
(0.36172927434589935,-0.75052184535449051)
(0.70048565655234007,-0.55107494628722997)
(0.83408556712806481,-3.55828940142510763E-002)
(0.69388672960351272,0.45145257139885347)
(0.53816178784440072,0.50067320656350101)
(0.55552173699638963,0.31284007418312371)
(0.75753974302541938,0.33087811728196626)
(0.83786847099914730,0.58890502186442062)
(0.46488062623691701,0.84653922151157879)
(-8.63626929175183022E-002,0.97295549590364094)
(-0.34465205885925898,0.98412517309140646)
(-0.37712991304590898,0.97648109582702347)
(-0.42229102136409152,0.98677350970035294)
(-0.56418865952959385,0.88654875878393447)
(-0.90821926037425427,0.68250230771379539)
(-1.2650186000143222,0.59485571966494100)
(-1.2516364762748970,0.53975836337718186)
(-1.0590895502343991,0.27202965053046685)
(-1.0881921574584978,2.55008156891817217E-002)
(-1.1410932415311017,-2.79332826272309376E-002)
(-0.92305264643739360,-0.32127874085193026)
(-0.58583425763695662,-0.88742376526841149)
(-0.25858985327415046,-1.0952362505413338)
(0.16784624024190953,-0.91773347074516121)
(0.63849296455049898,-0.86177363003371743)
(0.89238196665087832,-0.86668683057548312)
(0.91444285038363982,-0.65986114920855821)
(0.97439541075403924,-0.37452295302311689)
(1.0645755014318659,-0.12833520137088744)
(0.96022531377913611,0.11194200061682569)
(0.84511080254676263,0.36245454405324229)
(0.91619056568364754,0.68067569913960047)
(0.87336856191338486,0.87778668207697907)
(0.67249157686188632,0.68307937241983929)
(0.60560353217022644,0.49243155745775247)
(0.47897533063069764,0.77497056415545584)
(0.20373268377331588,1.0922076302804935)
(0.26944326900080473,0.97810273438061290)
(0.56204557008978817,0.81034350717371839)
(0.46560176291705407,0.95142135931781247)
(0.14452643480372429,1.1353693363884836)
(-6.66383371750119413E-002,1.0311072202111602)
(-0.43241678275923023,0.74247538645552769)
(-0.91836472827937976,0.62188667190365854)
(-1.1137799831443109,0.64742162962791594)
(-1.0625736809721462,0.44778667615557799)
(-0.99171885440874452,0.15965290299401025)
(-0.94793155241478511,0.18639077209180605)
(-1.0085836518744351,0.20479258913398773)
(-1.0798322633936688,-0.16833390647118662)
(-0.95073718172396815,-0.53373745852472632)
(-0.79494912834304765,-0.64730989499225777)
(-0.85364641759793192,-0.78057723103022081)
(-0.92686241166518180,-0.88396952455531141)
(-0.73620470722306242,-0.81306010652566074)
(-0.28693964847902065,-0.76006988735075720)
(0.25579783084640395,-0.74782795536158453)
(0.66976065351895153,-0.73673839721819512)
(0.79629073051754551,-0.91944207761507379)
(0.70636191780970026,-1.1187445812746006)
(0.60453762530534982,-0.92427444555339511)
(0.58478665444705225,-0.51036794999770640)
(0.59963061163428510,-0.23413951961211099)
(0.64732744986212210,-1.78565511073577321E-002)
(0.74833917188109855,0.24249895265329269)
(0.73117073041516978,0.46595479298709208)
(0.48316323105747233,0.66970672697804723)
(0.25757085824715792,0.91459788215423998)
(0.18625969624977340,1.1136017017808597)
(2.79064606122054089E-002,1.0997599288024094)
(-0.20868140758877016,0.91175374807096876)
(-0.32889584646939168,0.83146950493610927)
(-0.56385291713099939,0.83751025996786477)
(-1.0176390954864893,0.60199440811372862)
(-1.2022103069946404,0.29287600328598035)
(-1.0013482777635978,0.25386192595982504)
(-0.87243555429984798,0.13075689908455124)
(-0.79389190118029229,-0.34204966022524386)
(-0.45715632974957465,-0.68976929071351800)
