(0.95644625075609835,-6.47490637633997834E-002)
(0.92211698640362894,1.03615971513476290E-002)
(0.81577645471529503,0.36068857675275146)
(0.79194287717094114,0.89549960616585134)
(0.64254482161965210,1.1236450625761052)
(0.28314754506148571,1.0391062345346112)
(1.06317859296667372E-002,1.0269081262815385)
(-0.14664548288869966,1.0637997501696281)
(-0.22110858512691284,1.0040149601385080)
(-0.11357649375527185,1.0335708422022432)
(-0.15489500693980596,1.0775400477670845)
(-0.45801850193366911,0.86991242527381929)
(-0.45758963168547384,0.72107428827757714)
(-0.28143636955217571,0.85069037573950046)
(-0.63023866422966224,0.74177156172569292)
(-1.1408969664351964,0.27244730775399906)
(-1.1360928937403816,2.05139118356995054E-003)
(-0.94555966456563234,-4.32023929039201948E-002)
(-0.89930218683656149,-0.24131938531350655)
(-0.73100014260195456,-0.51301111506457808)
(-0.47288896409995990,-0.71352254150827243)
(-0.39871391968494008,-0.91203363490947309)
(-0.35268378246880905,-0.96978285816088450)
(1.14497654415223193E-002,-0.71112425169922067)
(0.65279684402586735,-0.22704124204976850)
(1.0639635148594087,0.30691609882627041)
(0.88972227402511961,0.72476401489405540)
(0.45139870260923859,0.95063174194331745)
(0.12991762926648143,0.99251913992852836)
(-0.22126979151094892,0.72629713972349674)
(-0.69147504688339279,0.27451704141911459)
(-1.0084282405301241,0.22005813287559650)
(-1.0476636722798145,0.56614307157419153)
(-0.96402837571036504,0.54973137913345771)
(-0.95776671873115227,5.89919986951593645E-002)
(-1.0481886088035854,-0.33527688666748784)
(-0.99608739512960442,-0.59793477208948831)
(-0.78343221639027860,-0.89409019409754675)
(-0.66935068344924220,-0.95998067193832681)
(-0.44150884943347796,-0.83928423691152798)
(0.21385557596400023,-0.88632626950258842)
(0.83557957425069751,-0.89968880988644895)
(0.98956990925054045,-0.57408218020968704)
(0.90496293684551499,-0.12294796999904212)
(0.68691729949836700,0.34687747976560035)
(0.41513741490835099,0.91783454142015297)
(0.50244034335787113,1.2873378429116600)
(0.75640564902042651,1.2397140339165711)
(0.55959331261476530,1.0818651905342718)
(0.10939271789059127,0.98426667155399716)
(-0.20625063708695454,0.77674944449567151)
(-0.58990564344723784,0.42881856582259897)
(-0.98390775530987884,0.10786972438144560)
(-1.1175481778922840,2.39396531492744313E-002)
(-1.2060147078188728,0.14770054673952782)
(-1.2422491295224374,2.40562039972081476E-002)
(-0.86009117503950439,-0.44513221919105839)
(-0.31129317957427260,-0.66373231494319329)
(1.94832857200473442E-002,-0.51187907801543986)
(0.38310522535785219,-0.39365468802791581)
(0.76573051267509351,-8.66276536165149214E-002)
(0.63753723122272343,0.58274400920584846)
(8.02378523885025896E-002,0.96831994501614926)
(-0.28659151255795590,0.92706019548617702)
(-0.34155971307307204,0.97400247288186881)
(-0.39015655587866416,0.92264330465734190)
(-0.57783090392207859,0.49646939779946536)
(-0.90728922170873627,0.19314239896105315)
(-1.2578981108196623,0.12319489827095120)
(-1.2873820890436600,-0.20701798467358112)
(-0.87476880075618069,-0.72219653429624109)
(-0.41154646537695605,-1.0146339330153717)
(-0.14621422045746629,-1.0806075806210709)
(0.15920375154289002,-1.0069472492130747)
(0.55597397465344334,-0.75676844271418808)
(0.77359996174721346,-0.35490841306487109)
(0.81884488957910140,2.17970150638868709E-002)
(0.86031688583075083,0.12606925420428511)
(0.88303707314972912,0.11830264647071986)
(0.88692656912822176,0.44687296287588718)
(0.80100555044726818,0.92360750337244668)
(0.44175473972138229,1.0940440728888099)
(-4.55560429938517419E-003,1.1162495877852907)
(-0.26515626773594092,1.0130892489427770)
(-0.55672790805602757,0.52760402318960953)
(-0.96999612716618455,0.15319376228501413)
(-1.1698098809841284,0.22138462541434439)
(-1.1701046047160184,-4.26710854752176960E-003)
(-1.1999974354574052,-0.60977857927921297)
(-1.0819239124832463,-0.75758429717713949)
(-0.73671426897844017,-0.59490755330307099)
(-0.46672356020205935,-0.73457601462221089)
(-0.30760997480699881,-0.88246640201040905)
(-2.71408436583601698E-002,-0.84093026952545868)
(0.33569059266531542,-0.86186803015173474)
(0.59678594551835373,-0.72914937343597130)
(0.77653412846076331,-0.39402994000692582)
(0.95176297938550081,-0.26070068007451597)
(1.0165070261568734,-3.70926632367648557E-002)
(0.86499949005974519,0.65242930342076200)
(0.59531150320036308,1.1511116162398625)
(0.25366687529775733,1.0587483606660981)
(-0.21074739240691437,0.93577356667713274)
(-0.61463409245880651,0.91601033002078436)
(-0.83864292055832945,0.57385274783135498)
(-1.0699380477449516,-2.82886821281771450E-002)
(-1.1331043030185435,-0.54554474217559157)
(-0.68683810250507737,-0.87859576098260472)
(-0.13608432591540748,-1.0272789400776192)
(0.15210001804412210,-1.0129632303084051)
(0.60326769149938575,-0.81959322000667634)
(1.1946889713589464,-0.43576910180943318)
(1.2972833902485332,-0.10113757228820075)
(1.0871255485096176,6.34342863574280935E-002)
(1.0587539772042400,0.33036073078426287)
(0.87306328169508096,0.68112085589290239)
(0.25212338806708434,0.80007676145022866)
(-0.33152029186326559,0.79433140659631174)
(-0.54875043837107096,0.78123932801822538)
(-0.58523667580523553,0.53160555845877855)
(-0.67665505131072723,0.20090088256642574)
(-0.87445247769712819,8.55374679221965750E-002)
(-1.0116740135972702,-9.61436858912821379E-002)
(-0.92440722622057692,-0.44359082226512037)
(-0.72453269389338748,-0.56481366978793113)
(-0.54421242299543549,-0.53705553747413048)
(-0.31454699591488133,-0.64161257775130065)
(-5.21408394627470018E-002,-0.63447411503849727)
(2.58078498739005013E-002,-0.46523405198431594)
(-0.18525051587948282,-0.45334899214423430)
(-0.45140168490777083,-0.39082959004923290)
(-0.49208375560135414,4.07428088408220979E-002)
(-0.47965980370255967,0.43327440264349604)
(-0.73477280434835368,0.41773401640335528)
(-0.98565286692339560,0.32982444958539547)
(-0.82702326249797986,0.42110543677649320)
(-0.59919908086970519,0.36234856188111136)
(-0.74231486065018770,-6.92224486782728188E-002)
(-0.92261739176727697,-0.50571247576331446)
(-0.73383274235349671,-0.59591840777136729)
(-0.40343863221166898,-0.62196488711656261)
(-0.23041903207911046,-0.92228196099041126)
(-0.18315196995784253,-1.1799696970736813)
(-0.16667820042692549,-1.0431779255067462)
(-3.30796347428561344E-002,-0.82221595804958891)
(0.34527388345475568,-0.82881629786243760)
(0.72604922940197125,-0.79967158385443793)
(0.84593377005720760,-0.53381911407460769)
(0.89190057057701400,-0.30112425933293774)
(0.97214542415179550,-0.27454960049519611)
(0.90096417785746141,-0.24097506384846584)
(0.82560573221291411,-5.92884843196008759E-002)
(0.93371597789756877,0.12948456817558740)
(0.89511919693896569,0.27232983825190976)
(0.61235833094238012,0.53988495300244199)
(0.44536173758349423,0.92255517878578464)
(0.31800965244851381,1.1017802413435605)
(1.50709838949203145E-002,0.98912933084250132)
(-0.17027750485905740,0.94700144406241094)
(-0.16765687167610244,1.1208151260473382)
(-0.30823260386915896,1.1424215045023585)
(-0.55356951765200002,0.87127603667082854)
(-0.75736027161637298,0.60504917693974225)
(-1.0453647513524529,0.33705990537130232)
(-1.3063642676206382,-0.12918369068745508)
(-1.2729689199455099,-0.49837382173178923)
(-1.0109819865700949,-0.53700391959583205)
(-0.73513885330921402,-0.60190362355597726)
(-0.59584239842153708,-0.80286901583499715)
(-0.62063894039673451,-0.79828057813010911)
(-0.65878785110730875,-0.65148654128908035)
(-0.69037953578293831,-0.68485542872156202)
(-0.77459229489266157,-0.85924597496430610)
(-0.62857520416030888,-1.0130871649297406)
(-8.23421289701327386E-002,-1.0350129147101503)
(0.46204577163808280,-0.83543202214695633)
(0.65272939187919377,-0.62409356768465241)
(0.60438412516564555,-0.63619083827397538)
(0.62379908894040725,-0.68515036317218714)
(0.89917683518476177,-0.56380683848896429)
(1.1946541689127137,-0.30434942004632326)
(1.1517899978660873,9.52445470572890925E-003)
(0.95840623873359809,0.17146853951139257)
(0.89825257766448774,0.18223132789394131)
(0.75082524423784780,0.46894953523819871)
(0.40663165369356502,0.97276604595716076)
(0.13740896203931288,1.1243391360067305)
(2.59230216654027512E-002,1.0541340190907009)
(-5.27658486177500219E-002,1.1786610543276517)
(-0.18542875761091326,1.2013790702442759)
(-0.43923789207050690,0.94229671571031215)
(-0.75795195770242074,0.72561561763774929)
(-0.98715169624644727,0.45746288194422696)
(-1.0046132960005234,-6.10054886024317677E-002)
(-0.76617764506520381,-0.48671156113030695)
(-0.49696900178411235,-0.65594408145428518)
(-0.40597818322861989,-0.80864159074548292)
(-0.25200687828620560,-0.99708128364447268)
(3.91533191032651939E-002,-1.1673953806325170)
(0.18520633808614786,-1.1972553635423677)
(0.36786883109073515,-0.81280184188937799)
(0.73700114877611222,-0.17572837939031033)
(0.79459611158798782,0.27173486393535534)
(0.58003833377863667,0.60925766413430849)
(0.64132844668825495,0.92430387915047474)
(0.65978491884443913,0.90340823899934963)
(0.25881004495455240,0.71654878976543868)
(-9.32237702061681772E-002,0.76563762398858048)
(-0.34077211277888059,0.75775280823101898)
(-0.86505229148426643,0.52806990546096999)
(-1.2958038729108643,0.50558269336098305)
(-1.2160701939101568,0.58453742521990060)
(-0.96735009661286020,0.35238736136571130)
(-0.86333324330816952,6.40806238460183142E-002)
(-0.82099316303401793,-0.16901512793463486)
(-0.70016175460238672,-0.70347544041807308)
(-0.44276993466143511,-1.2254480995082220)
(-0.18811749134119832,-1.2092533026515373)
(-3.11426646700293519E-002,-1.0131476057144706)
(0.23990933845771761,-0.94832220532993716)
(0.66860738703020373,-0.66900195883244484)
(0.94194603199567939,-0.18962709103160946)
(0.87363576542522592,0.13382820754722785)
(0.57190275074111718,0.40103270172393807)
(0.31529749462198298,0.77189278191775612)
(0.24211494318088722,1.0570822182943012)
(5.68641889929243360E-002,1.1182564528407490)
(-0.39896499635033511,0.98613306767118569)
(-0.75157055787400329,0.74327101915338378)
(-0.88469801107572454,0.48779558383633526)
(-1.0898087244388908,0.19429154069318666)
(-1.2521698202584970,-0.13506388648584988)
(-0.99189479611533682,-0.35375983520890009)
(-0.39518790709483337,-0.50866057894899419)
(1.98605737826895723E-003,-0.71246982573771878)
(-0.13070917960830103,-0.81124944458865111)
(-0.35459414772287967,-0.81223150718696746)
(-0.11246008455575941,-0.94225672018989770)
(0.22213101749687120,-1.0715252397776709)
(0.16580981028514874,-1.0289026265091614)
(9.89527476355570590E-002,-1.0315853649754718)
(0.23711665518185565,-1.1072754581584392)
(0.29104045188392125,-1.0204250854025505)
(0.37428787014855636,-0.88238133115953488)
(0.53170478769661211,-0.90776512596992576)
(0.43327781501037710,-0.96856079409613505)
(0.31709623007787990,-0.91414605497081169)
(0.48469835976044473,-0.80698471725225629)
(0.53907396203998248,-0.77461658608671402)
(0.43124232450722777,-0.86619166473206022)
(0.54105015669747136,-0.92125804621874741)
(0.66398588747221177,-0.77544659413204609)
(0.59249227859183329,-0.59722579499686379)
(0.61507866138166478,-0.55312970213865953)
(0.76343561882291422,-0.45291647317818645)
(0.87555138333007965,-0.21053790454756230)
(1.0348833132149198,8.18286565204353056E-002)
(1.1455384317924915,8.34924255102895418E-002)
(1.1323546562588425,0.34010548687443931)
(1.0201451128457029,0.67716232114088215)
(0.73996680267350312,0.75187314302262709)
(0.31860626614162035,0.79910486462681818)
(-6.50469361022934511E-002,1.0531632761550411)
(-0.34828454809139908,1.1919926144610420)
(-0.37412821770278626,1.0644182431500784)
(-0.14223634297547066,0.95717938892827847)
(-0.20079677733338075,0.85039325100071039)
(-0.59160088413931866,0.60353079563742351)
(-0.59786048989777663,0.54294095247640040)
(-0.37773264848337068,0.71836639385018097)
(-0.68859798968450192,0.59211732488559909)
(-1.1363269739839545,0.16705652004273375)
(-1.0235933340347700,-3.46564400411228379E-002)
(-0.74529718264241718,-8.83598056501916918E-002)
(-0.70558661615558949,-0.37423990230430793)
(-0.58555992178726268,-0.80789571742088773)
(-0.31093269634806597,-1.1149399066765837)
(-0.17055988722960291,-1.1005399095913455)
(-5.99162951233061514E-002,-0.72905353782483351)
(0.37402357254717300,-0.28147180479588108)
(1.0083363307700568,9.57528933404421245E-002)
(1.2115595211590449,0.54991790131783014)
(0.70714978500634795,0.90150226879215500)
(1.93486692519549419E-002,0.92531683648174201)
(-0.38425628388769800,0.88467295248366695)
(-0.67816874842167152,0.81733168539690915)
(-1.0225347417254143,0.46368421282352357)
(-1.2378099634403035,0.12718042637464277)
(-1.2054071798651043,9.87725077885714953E-002)
(-0.97206105626505623,5.89654300323427805E-004)
(-0.75265960081030925,-0.25099400461236043)
(-0.80227576427767033,-0.36266193166353911)
(-0.94129271414200999,-0.57657188020835037)
(-0.78926724923504099,-1.0254213062748314)
(-0.37605280018989262,-1.1717137113544407)
(0.15139199715701035,-0.91994538847902196)
(0.71668437165754040,-0.72404307797144696)
(1.0054632016016756,-0.54895546981827226)
(0.93972014972805806,-0.19738913074833370)
(0.87845177442958855,0.15069093745911327)
(0.78577954759927626,0.52840000297629786)
(0.43034016182991008,1.0849582257415755)
(0.14014036729987875,1.4530208431481908)
(0.10566751212684769,1.3244848455757521)
(-2.74860212784950042E-002,1.0185846464522195)
(-0.30028643762602381,0.85154099934045835)
(-0.50066093224607966,0.70526397624139325)
(-0.74620914088663026,0.39556521712911075)
(-1.0640053348957568,3.34803846638014047E-002)
(-1.2438630533573516,-7.54784360414355454E-002)
(-1.2393311633258182,-1.20770960006391231E-002)
(-1.0155554499765065,-0.27255417630839351)
(-0.57068971394193280,-0.74559464570817258)
(-0.14951780099291603,-0.72822515235122753)
(0.21936795948290444,-0.27814779929655298)
(0.67131304209653297,1.63265094402745836E-002)
(0.86902755868938319,0.26453722289148218)
(0.56032813790216263,0.68900526786127925)
(0.17462653624171348,0.94904575362964017)
(-4.18558147916726631E-002,0.98269094733420426)
(-0.33116466193126293,0.99455631722074167)
(-0.60717229151254060,0.78577012511449029)
(-0.65768672471743761,0.38220329888636534)
(-0.78865111962718770,0.18378933251490936)
(-1.1597977068878469,3.94548686568533258E-002)
(-1.2660301914073226,-0.38472038527654295)
(-0.86978995670943227,-0.83772517771095656)
(-0.47566007297337876,-1.0461098925408072)
