(0.48586881557003592,-1.0287140613710279)
(0.64238137031536269,-0.99070706880851400)
(0.93203204003472040,-0.73169354628329242)
(0.88877843335646756,-0.52501357269404281)
(0.83614580159697638,-0.38858463524759634)
(1.0801584647027183,-6.50208918002056491E-002)
(1.1953173792937624,0.26683513523961877)
(1.0867216818933396,0.39790724007276657)
(1.0097975118552696,0.57098210218487011)
(0.72543580594084567,0.83283452266767244)
(9.87467298390368176E-002,1.0303402714134910)
(-0.41744032503934314,1.2088780672588644)
(-0.59998333404545656,1.1790084850334936)
(-0.71251675818376514,0.82385853898547856)
(-0.93529934364126277,0.59710461453635499)
(-1.1515045756125522,0.44046016353059292)
(-1.0495025103165914,-0.24191766637943438)
(-0.41614799795738344,-1.0014811078772006)
(0.47206267904269483,-0.98735416889353622)
(1.0607967039073460,-0.52929721288349296)
(1.1416402637610032,-0.22493962165063403)
(0.95364202916118279,3.21876519938204542E-002)
(0.79950491455494133,0.34787669529442899)
(0.77574427418767955,0.63277457959945149)
(0.74781337808752479,0.85833508761134047)
(0.50461499828390843,0.94689149877894929)
(4.70044303139518505E-002,0.98682856517365791)
(-0.33045597557689549,1.0896686597206189)
(-0.44605562138958788,1.0078064277814001)
(-0.53820248426450945,0.73162349846486308)
(-0.81660980820316342,0.54395675755780371)
(-1.0339002596690008,0.21197329721363448)
(-0.95445951930645190,-0.39483613455674693)
(-0.76880842929010407,-0.73783193624916432)
(-0.62599567181588933,-0.79801115080884832)
(-0.37594538406360734,-1.0491086460117427)
(-2.45890621700209366E-002,-1.2164522451850133)
(0.26436194212756320,-0.98385429459887352)
(0.58079850299529490,-0.77307530405774660)
(0.96111192813338076,-0.63810061566333609)
(1.0782158385099481,-0.16827459698973490)
(0.84058152349612070,0.42762268496091832)
(0.54707459853744289,0.69090688428575431)
(0.19449891453608009,0.65490504838856545)
(-0.35443766119307663,0.49379569423947439)
(-0.73625717776227295,0.26397249458131744)
(-0.61903776361510621,-2.82868055485915315E-002)
(-0.27179895701165130,-0.42081201709232541)
(-1.92948360525669049E-002,-0.76095074684037756)
(0.15138554668782622,-0.80526567371899671)
(0.37758320459134842,-0.63854648719767060)
(0.72564122817210974,-0.44327303949931895)
(1.0050420007769596,-0.21733895474870368)
(0.99636038141885619,-1.09807229533794848E-002)
(0.90706949248442115,0.14070266539616716)
(0.93962670987713492,0.33154533430845079)
(0.91764699839937625,0.49452688605197936)
(0.87347070779037206,0.53235935002098822)
(0.93704658359930670,0.59238300064586191)
(0.78595323771972059,0.75935669023967989)
(0.32889484529849178,0.94155231149787921)
(-2.11034232783454678E-002,1.0699160903355482)
(-0.23664606033120986,1.0403427801515306)
(-0.47357578785555682,0.88916445243863318)
(-0.49766512026209631,0.89501030672260851)
(-0.39277881743001447,0.96720036098633289)
(-0.59100916488450983,0.65113825651908508)
(-0.94069166605707366,2.01942797107705352E-002)
(-1.0760899306285769,-0.41535416643083556)
(-1.1192776712610129,-0.55145817329259983)
(-1.1384923515656324,-0.66213532504531014)
(-0.90485444307708551,-0.86882764626763576)
(-0.51207167282921451,-0.98319131159537121)
(-0.36532645230363370,-0.80899198548777418)
(-0.49537592144542986,-0.61943210098725743)
(-0.45697481022755881,-0.82960129282603778)
(-3.86237894119978165E-002,-1.1282075919091694)
(0.39876074525686350,-0.87823933676585375)
(0.53278818301731956,-0.15403281988644613)
(0.39716783298413766,0.52877814217101138)
(2.73911400067897159E-003,0.90622133417778905)
(-0.56943238697936815,0.93783909312554603)
(-0.98174162910649865,0.74565176970131841)
(-1.1039091217347430,0.47633034471999780)
(-1.0630294621742715,7.99600576442832944E-002)
(-0.89123802122565454,-0.31940293120193530)
(-0.67765454419740645,-0.44076357810189054)
(-0.47373518469253756,-0.52680781807577992)
(-5.11363611126224582E-002,-0.87119295843046951)
(0.53321932372791880,-1.0228135936007288)
(0.82596145639711860,-0.64046983506686750)
(0.77403732879247378,-0.12388176137841150)
(0.67792110934772387,0.26360103105422306)
(0.61681440817655120,0.62624464706527827)
(0.54708738363433329,0.89773613223681670)
